tupi,portugues
I-TATé-TATEé,"as avessas, errado, fora de di- regao. - i-tateé. A duplicacao é de realce."
ITA-TINGA,: prata.
"ITÃ-TYBA.,","lugar de pedra, penedia, pedreira"
"ITÃ-ONGDã,",almofari
"ITÃ-ONGDã,",.
ITÃ-U-R-APARA,t besta.
ITÃ-UO-QAMA,arpao.
ITÃ-YBY-AMA,"rocha, rochedo."
ITÃ-YUYKA,’enxofre. 2 Resina.
ITÃ-YÍUIA,sabao.
ITÃ-YNGAPEMA,espada.
ITO!,sobrinhai (do homemw. =t-itói
I'TOR0-r 0,"Sgua sussurrante, cachoeira."
"ITU. Botãnica: arvore da familia das leguminosas, ge- nero Dialium","a queda dãgua.= y-tu. iTU-AQU. Botãnica: planta da familia das gnetãceas, gé- nero Gnetum. Substantivo: o salto grande."
ITU-PEBA,"itupava, peguena queda dagua. teral: cachoeira chata ou plana. Em tupinambã é itu-pave."
ITY'-APYRA,monturo.
ITYK-A,"transitivo: irregular:! atirar, jogar ou lanqar fora, lanqar ao mar. rDerrubar, vencer."
ITYKA-NHE-ENG-A-EgÉ,"transitivo: irregular: murmu- rar de, falar mal de."
IXÉ,"pessoal: da la. pessoa do singular: eu, me, mim. Forma tomada por""xe"", quando o predicado v. em antes do Verbo: Ex. aba ixé: sou indio. Xe aba: sou indio. Também ocorre quando a preposiqao é"
IXÉ AÉ,pessoal: da la. pessoa: eu mesmo.= ixé é.
IXE BE,"obliquo da la. pessoa: a mim. ""Be"" é pre posigão ãtona dativa."
IXÉ BO,"obiiquo da la. pessoa: a mim. ""Bo"" é pre posigão Stona dativa."
IXÉ É,pessoal: da la. pessoa: eu mesmo.
I-XOARA- Participio: que costuma ser ou estar. E i,"guara, cujo 11 c"" nuda-se em ll x fl pelo contato com o ""1%"
I-XUPÉ-,"pessoal: regido da preposicão ""cupé 11, cujo ""g M se nudou en ""x’ 1, pelo contatc com o M i""-"
I? A-IBA,"matagal, iriato,"
"IYR-A,","irregular: 1 sobrinhc, filho da irma. primo. 2 Enteado (de homem) Não leva Indice de classe."
IÍR-ATY,irregul
IÍR-ATY,ar (ego hooemj: esposa do fi_
I' - ABP- - I,", Unindo-se duas pala vras, das ouais a prineira acabe a segunda conere por ou por ""y' 1, aparece, não raro, entre as duas, un "" Í T ’ eufonico. Ex: cyry y - cyry-Í-v: rio do siri. 0,, i M eufonico tem o son internediãrio entre o ""i"" e o ""u"", Em com posicoes o ""1"" da palavra precedente pode ser assinilado pelo ""i"" eufonico, — 1' —, Particula reflexiva e reciproca, Nessas formas, ouando o Verbo: leva objeto direto incorpora- do ou as particulas ""poro 11 ou ""mbae 11, intro- dUE-se um ""e"" antes do Prefixo: ""ro- 1 ou ""no- u, oas con o reflexivo ""ie-” o primeiro ""e ri pode desaparecer. Ex.: a-ie-e-ro-bak"
"ÍA Pronone pessoal, subjetivo, agente, da la, pessoa do plural: nos Prefixa o","indi cando o sujeito. S de rigor no indicativo, no permissivo, no optativo e no condicional, ex- ceto quando o Verbo: leva pronone da la. pessoa do plural (inclusivo) Prefixa também o gerun- dio de Verbo: intransitivo: Quando o sujeito e objeto direto sao da 3a. pessoa, pode usar-se ""Ía-"" como Prefixo: agente, em ve"
"ÍA Pronone pessoal, subjetivo, agente, da la, pessoa do plural: nos Prefixa o",de 11 o-
"ÍA Pronone pessoal, subjetivo, agente, da la, pessoa do plural: nos Prefixa o",1
"ÍA Pronone pessoal, subjetivo, agente, da la, pessoa do plural: nos Prefixa o","Em bora raro/ia- 11 é usado sobretudo se o sujeito é de nenor valor do que o objeto. Antes da si- laba nasal se torna ""nha-""."
"IA Particula adverbiai: ainda bem que Pede gerundio. = ilã. Particula aue significa: aquele que cos tuma, aquele que freqUentemente",1
"IA Particula adverbiai: ainda bem que Pede gerundio. = ilã. Particula aue significa: aquele que cos tuma, aquele que freqUentemente","Da aos ver- bos igual sentido, se não transitivos-- iaby."
"Particula subordinativo temporai, que pede ge rundio: cada vez que",toda ve
"Particula subordinativo temporai, que pede ge rundio: cada vez que","que, sempre que, ainda bem que. Ex.: i ii-n"
"Particula subordinativo temporai, que pede ge rundio: cada vez que","-nhé: ainda bem por ti, por éle."
IÃ,fruto(s)
Í'-ABA,"rachadura, abertura Adjetivo: aberto."
"X —AB-A,",intransitivo: abrir-se. desabrochar
"X —AB-A,","gre- tar, rachar So se emprega quando le va Substantivo: ou Pronome: reflexivo incorporado. No tupi histórico é defectivo."
"IAB-A. Participio: de ""é"" -dizer: o que ele diz, o dito, o chamado. =i-ara lA“BA",transitivo:
"IAB-A. Participio: de ""é"" -dizer: o que ele diz, o dito, o chamado. =i-ara lA“BA",faltar (na forma negativa) 2 Caber Verbo: factivo: ser igual a
"IAB-A. Participio: de ""é"" -dizer: o que ele diz, o dito, o chamado. =i-ara lA“BA","ser do tamanho de. lABAB-A Verbo: intransitivo: fugir lABA'-BURA. Substantivo: fugitivo, fujao."
IABA-KATI,"variedade de ave,"
ABA'-PORA,"fugitivo, fujão"
ÍÃ-BÉ-BÉ,transitivo; caber A duplicagão é de realce
ÍÃ-BÉ-BÉ,"conforme, igual a, do tamanho de, qual"
"IÃ-BÉ-NHÉ. Conjungao subordinativa dc igualdade: como, confor rne, da mesmo maneira, quanto Pospoe-se ao termo de comparagão = la-be,",transitivo: caber
ÍABÉ-BYRA,"arraia, raia, peixe da familia dos dasiatideos. lABÉ— BYR r —ETÉ Ictiologia: arraia-Iixa, peixe da familia dos dasiatideos, gênero Dasiatis 1Ã-BÉ-E. ConjungSo subordinativa temporal: cada ve"
ÍABÉ-BYRA,"que, to- da ve"
ÍABÉ-BYRA,"que, sempre que."
"IABINH0-É. Conjungão subordinativa temporal: cada vez que, toda vez que, sempre que",cada um.
"IABIO-NDOARA,",cotidiano lABIó-NHÉ. Conjungão subordinativa temporal: cada ve
"IABIO-NDOARA,","que, sempre que, toda ve"
"IABIO-NDOARA,","que,"
IA-g0ARA“MO“N J AÉ-MO lABIRU,"jaburu, grou"
IA-g0ARA“MO“N J AÉ-MO lABIRU,"ave da faTttrlia dos ci- conldeos, genero Mycteria e Jabiru {Hell. K"
IABOTI,jabuti
IABOTI,"cagado-terrestre, réptil da faml lia dos testudinideos, gênero Testudo lABQTI-KABA. Botanica: jaboticaba, fruto do jaboticabeiro"
IABOTI,"ãrvore da familia das mirtãces, genero Myrciaria."
"ÍÃ-BY-MÃ. Particulas agrupadas, subordinativas condicionais não fosse se não fosse. = ia-by-no-ma.... ÍÃ-BY-NG-MÃ, Particulas agrupadas",com função de subor- nativa condicional: não fosse se não fosse.
"ÍÃ-BYRANDY. Botãnica: jaborandi, arbusto da familia das ru- tãceas, gênero Pilocarpus, e outro da familia das pi perãceas, gênero Othonia. lABYRU-GOAgO",passarão.
"ÍÃ-gAPUKAlA. Botãnica: sapucaia, ãrvore da familia das iec- tidãceas, gênero Lecythes. lACÉIA",rlspido. lAgÉÍ>A-EgE Verbo: transitivo: agastar-se com.
IÃ-g-EKO,intransitivo: estar dependurado ou suspenso pender.
ÍÃ-C-E-O,"intransitivo; chorar, Substantivo: pranto."
IÃ-g-E-ó-R-EKó,"intransitivo: chorar, estar em pran- tos."
IÃ-g-É-ó-PAP'-ARA,lamento.
IÃ-g-É-ó-PAPA'-gABA,lamento.
XÃ-g~ó-ARA-MONAÉ-MO,como se.
IÃ-g-ó-AR'-ETÉ-MÃ,"parecido com. lÃ-g-OÃ'-MO-N'AÉ, Particulas agrupadas, com função de su- bortinativa condicional: como se."
"Iaguar'-etS lA-gOAR '-ETS-MA, Particulas agrupadas, com fungao verbal e, por isso, nunca leva",verbal: parecer
"Ia-qOar'-I. Partieulas agrupadas, com funcao verbal e, por isso, nunca leva",verbai: parecer>
"Ia-qOar'-I. Partieulas agrupadas, com funcao verbal e, por isso, nunca leva","Batizar-se,"
I-A-QUR-A,"corcova, calombo, lobinho, lombada. lAQY, Substantivo:! lua, mães, cres- cente_ 2 Ménstruo, 3 Ornato em forma de crescente (para o peito) s Ictiologia: estrela do mar, animal equinodermo, asteróideo."
"I ACY-AWG ' -AÍB ' -ARA,",lua minguante. lACY-
"I ACY-AWG ' -AÍB ' -ARA,","EMA. Substantivo: lua nova, lua crescente. Saida da lua,"
"ÍÃCY-ENDY,","luar, resplendor da lua."
"ÍACY-'OBA-GCaQU,",Íua cheia.
I-A-^YR-A,"corcova, calombo, lobinho, lom- bada,"
"IaQY-T-ATÃ-gOaQU,","Vénus, Estrela"
ÍAGUÃ-'QÃ-GUARÉ,"jaqueta, peixe teleósteo, per comorfo. lAGÚÃ' -giNINGA. Zoologia: guaxinim ou mão-pelada, da faifli lia dos canideos, gênero Procyon lAGUÃ-KATY. Ictiologia: martim-pescador, peixe da familia dos alcedinideos, gênero Chloroceryle."
IAG0Ã“KATY-G0ACU,"martim-pescador, da familia dos alcedinideos, gênero Megaceryle."
"IagOÃ'-MI~ MDABA,","cao, cachorro."
"IagOã' -PITANGA, ZoGÍogia: espécie de raposa. lAGUÃ'-PITANG' -OQu","variedade de onga,"
IagOÃ'-PO-PEBA,"lontra, mamifero da familia dos mustelideos, gênero Lutra, lAGUARA. Zooiogia: onga, carnivoro da familia dos feli - deos, gênero Panthera. Astronomia: Vésper, Vénus, 2ç planeta do sistema solar."
IAGOAR '-AKANG-UQU,variedade de onga.
"IaGUAR' -AYRA,",filhote de cachorro.
ÍAGUAR'-ETÉ,"onga verdadeira, felldeo do gênero"
IagOar'-USU,"cachorro-do-mato, da familia dos canideos, gérsero Dusicyon. iAGO ar'-UNDY. Zaologia: jaguarundi ou gato-mourisco, da familia dos felideos, genero Herpailurus."
IAÍ-A,"transitivo: escarnecer, motejar, 2 om- bar. 1A'-lAB-A. Verbo: intransitivo: gretar-se todo, gretar."
Ia-Ie-BYRA,"arraia, peixe da familia dos dasiatideos,"
ÍA-IO'»,"intransitivo: gerunãio irregular de ""iur': vir _ lA-tUP-A, Verbo: predicativo: gerundio irregular de ""iub 11: estar deitado."
Í'-AKÃ-Qó,"intransitivo: ir de mudanga para outras regioes, mudar de aldeia, fundar aldeias. - ie- aka-g6- tAKANO. Botanica: jacamiin, ãrvore da familia das apocinã ceas, gênero Aspidosperma."
"ÍA-KAPÃ,","jacapa ou pipira, ave passeriforme da familia dos traupideos, gênero Tachyphonus-"
ÍA-KAPU,"jacapu, ave da familia dos traupi- deos"
ÍA-KAPU,"gênero Compsothraupis lA-KARANDÃ- Botãnica: ãrvore da familia das leguminosas, gênero Machaerimn, lA«KARfi- Zoologia: jacaré, réptil da famliia dos aligato rldeos, genero Caiman. iA-KARÉ-PINIMA- Zoologia: espécie de lagarto."
ÍA-KARINÍ,"jacarina ou ti 2 in, pãssaro da fa mllia dos fringilideos, gênero Volantinla lA-KAR'U-YPY Verbo: intransitivo: comegamos a comer."
"ÍA-KÃ-TINGA,","variedade de inseto,"
"Ihante a. = Ja-katu lAKU Grnitologia: jacu, galinaceo da familia dos craci- deos, gênero Penelope- lAKU-AKANG. Botãnica: variedade de cana-do-mato. lA-KUB-A","os que costumam estar, - ia-kub-é."
ÍA-KUB-É»,"os que costumam estar,"
ÍANUNGARA lAKU-GUAQ! U,"jacuguagu, ave da familia dos cra cideos, genero Penelope."
ÍAKU-GUARA,"peixe-coelho ou quimera, da familia dos calorrinquideos, genero Carllorhynchus."
ÍAKU-KAKA,"jacucaca, galiforme da famxlia dos cracideos, genero Penelope."
ÍAKU-MA,"'estaca ou remo para canoa, em forma de pã. 2 Andaime para frechar peixes."
IAKU-NDA,"jacundã, peixe da familia dos cicli- deos, ginero Cremicichia."
IaKU-PARA,"jacuparã, da familia dos cracldeos, gênero Pipile."
"ÍAKU-PEMA,","variedade de jacu. lAKU-R-UTU. Ornitologia: jacurutu, bufo ou mocho, ave da familia dos estrigldeos, genero Rubo."
ÍAKU-TINGA,"jacutinga, da familia dos cracl- deos, gênero Pipile."
IANDÃIA,"jandãia ou periquito-rei, ave da fa- mllia dos psitacideos, ginero Aratinga."
IANDÉ,"Sua classificacao varia com a sua posigão na frase, e, assim, pode ser: Pronome: Objetivo: é sujeito na la. pessoa do plural e objeto direto nas 2as. e 3as. pessoa. Ex: landé pycyk lepé: tu nos segura, Pronome: pessoal: nós (iñclusivo). Junta-se ao complemento predicativo edispensa os verbos ""ser"" e ""ter"" (que, aliãs, não tem correspondente em tupi). é de rigor em alguns modos do Verbo: e recebe prepcsigão toni- ca ou ãtona; Pronome: Possessivo: nosso(a)(s) -in clusivo."
ÍANDÉ Afi,"pessoal:: nós mesmo(a)(s), in- clusivo, ou os que falam."
IANDÉ-BE,possessivo: e dativo: nosso(s) ou para nós (inclusivo).
IANDÉ é,"pessoal:: nós mesmo(a)(s), in - clusivo."
IANDÉ-IABIO-,indicativo: cada um de nós.
IANDé IARA,tNosso Senhor.
Não se usa com,no negativo.
IANUNGARA,"comparativo de igualdade: igual a, se - melhante a, como se."
"ÍARA-TI-I lANYPABA. Botanica: jenipapo, fruto do jenipapeiro, arvó- re da familia das rubiaceas, genero Genipa. iANYPÃ'- gOERA,",manchado de jenipapo.
"IanypA'-MONGY,",fransitivo: tingir com jenipapo.
IANYPÃ'-PIXUNA,"tinto com jenipapo,"
ÍA-O,espécie de chaga
IÃ'-OK-A,"transitivo: desprender-se, separar-se, apartar-se,"
IÃ'-OK'~ABA-,separação _
ÍAPAKÃ-UI,"ave da familia dos mimldeos lAPARAND'-YBA. Botanica: ãrvore da familia das pecitidã - ceas, lA-PE Advérbio: no lugar chamado - lÃ'-PEÃ. Verbo: transitivo: separar-se."
ÍAPÍ,"japim, ave da familia dos icterideos, genero Cacicus. lAPU. Ornitologia: japu, ave da familia dos icterldeos, gênero Gymnostinops."
T APUÃ PYK-A,pronominal: encolher-se.= le apuã-pyka.
I † APY- QÃ-'KA-ECE-,"transitivo: abrir o ouvido, dar ouvido a, estar atento, imaginar, — le apy-gã-ka,"
"IA-PYKA-I. Botãnica: espécie de barbasco, planta da familia das compostas e das escrofulãceas. lARA","com indice de classe ""moro 1: amo, senhor, senhora. Com Indice de classe ""mbaé 1: dono, de ani mal ou de coisas."
"IA-PYKA-I. Botãnica: espécie de barbasco, planta da familia das compostas e das escrofulãceas. lARA","Deus. - yara. Adjetivo: Mes- tro, hãbil. 2 Nascido, ocorrido, brotado. 1-ARA. Participio verbai de ""gara 1"
"IA-PYKA-I. Botãnica: espécie de barbasco, planta da familia das compostas e das escrofulãceas. lARA",é: o que di
"IA-PYKA-I. Botãnica: espécie de barbasco, planta da familia das compostas e das escrofulãceas. lARA",aquele que di
"IA-PYKA-I. Botãnica: espécie de barbasco, planta da familia das compostas e das escrofulãceas. lARA",". t'-AR-A-EQÉ. Verbo: relativo: 1 estar pegado a, estar pregado a, estar aderido a, estar colado a, estar unido a, estar soldado a. 2 EncaIhar. tAPA-KATIÃ, Botanica: mamoeiro""-do-mato, ãrvoré da familia das caricãceas, enero Carica. lAR'-AMA. Substantivo:: homem, senhor, senhora."
ÍARAMÉ,subordinativo condicional: como se.
ÍARAMÉ-'TÉ,"subordinativo temporal: como se, 1-AR-AR-A. Verbo: transitivo: 1 apanhar, colher. 2 Pegar, tomar. Substantivo: recebedor."
ÍARARÃ'-GOaI-PYTINGA,"variedade de jararaca,"
ÍARARAKA,"jararaca, ofideo da familia dos crota- lldeos, gênero Bothrops. lARARAKA-PEBA. Zoologia: variedade de jararaca."
"IARARAK'-UQU,","jararaca-grande, da familia dos crotalideos, gênero Bothrops,"
ÍARA-TI-Í,especie de pica-pau.
ÍAR/-ERA,": amo, homem, senhor."
ÍARERÉ,rede de fole para pescar camarão.
I-AR-U,"o que derruba, o que danifica."
ÍAR'-OERA,": amo, homem, senhor."
I-ATÃ,"o que queima, o que arde, o que prure."
I-ATÃ,"fruto duro, coco, tucum. tÃ-TABOKA. Botãnica: variedade de taquara ou taboca."
Í-ATÃ-PY,"reflexivo-transitivo: fazer fogo, atigar o próprio fogo."
IA-TEBUKA,"carrapato, da familia dos ixo- dideos, genero Amblyomma."
IA-TIMAN-A,"intraisitivo: rodar no ar, rodar, girar, fazer curvas, ziguezaguear. lA-TIMA-TIMANA. Substantivo: ziguezague, curva. Verbo: instransitivo: ziguezaguear. A duplicação é demonstrativa. lATI-MUNG-A. Verbo: intransitivo: oscilar, balangar."
ÍATU,espécie de mosquito.
ÍATY,espécie de abelha.
ÍATY-lATYR,montao. A duplicagão é de inten sidade.
I-ATYKÃ,"intransitivo: fazer fincar pé, não ceder. le-atykã."
ÍATYRA-BEBÉ,"feixe de penas pendentes do ""ygapema"". lATY-RANA. Substantivo: fios de algodão que se enroiam no cabo do ""ygapema""."
IaC,"surubim ou jaú, peixe da familia dos siiurrformes, gênero Paulicea."
IÃ-U-U,"intransitivo:: alcangarem-se (dois irmãos de diferentes idades, ho ieite ma terno)."
I-BE,"logo em. ""Bé"", no caso, reforga a par- ticula ""i""."
ÍE-A-MONGY. IE,"pronominal: obietivo, Sua significação varia com a sua posi"
ÍE-A-MONGY. IE,"ao na frase. Sujeito e objeto da mesma pessoa: la. pessoa: me, nós; 2a. pessoa: te, vos; 3a. pessoa: se. Vem logo antes do tema verbal e determinar a queda do Pronome: agente (exceto se o objeto direto é da 3a. pessoa) e assume formas diversas, conforme a pes- soa gramaticai do sujeito. Quando precedidos de ""le"", os verbos não levam o Prefixo: ""r"". Reflexi- vo e de reciprocidade: me, te, se, nos, vos, se."
"Pode vir antes do objeto direto incorporado, com o sentido de possessivo. Ex.: a-ie-py-kuti = cor- tei-me o pé. Esta construcao é tanto mais usada quando o objeto é parte integrante do sujeito ou estã a ele muito unido. Na 3a. pessoa pode tomar um sentido passivo e se é modificado pelo verbo""ukar"" = mandar fa-zer, tem sernpre o sentido ""passivo. Quan do a acao de um",subordinado recai sobre o sujeito da 3a.
"Pode vir antes do objeto direto incorporado, com o sentido de possessivo. Ex.: a-ie-py-kuti = cor- tei-me o pé. Esta construcao é tanto mais usada quando o objeto é parte integrante do sujeito ou estã a ele muito unido. Na 3a. pessoa pode tomar um sentido passivo e se é modificado pelo verbo""ukar"" = mandar fa-zer, tem sernpre o sentido ""passivo. Quan do a acao de um","pessoa da oracao principal, o re - flexivo ""le"" dã lugar ao.""o"", mas se aqao do ver- bo subordinado recai sobre o próprio sujeito da o racão subordinada, permanece ""ie e não o ""o"". Pç devir antes do objeto incorporado ou entre um possessivo e um Substantivo: verbal. Nasala-se em ""nhe"". 1E. Particula de continuidade com funqão verbal ou adverbi- alr continuar, ainda. lE-AB-A. Verbo: intransitivo: abrir-se (coisas que não se a- brem naturalmente), destioncar, rachar.=ie-pirara."
Ie-ABYK-A,intransitivo: respigar.
Ie-ABYK-Y,transitivo: pentear.
Ie-AQSXA,"rispido, zangado. lE-ACÉIA-ECÉ. Verbo: pronominal: encolerizar-se com, zan - gar-se com."
Ie-AIB'-OK-A,intransitivo: tirar o luto. lE-A-ITY-ITY. Verbo: transitivo: arfar.
Ie-A-ITY-ITYK-A,transitivo: balangar de popa a proa. A duplicagão é iterativa. lE-A-ITYK-A-CUPÉ. Verbo: transitivo: acenar com a cabeca. para. lE-Alu'-BYK-A. Verbo: reflexivo: eñfOrcar-se.
ÍE AKA-CO,"intransitivo: ir de mudanca para outras regióes, mudar de aldeia, fundar aldéias„=i-akã- gó. lE-AKANG'-O-RUNG-A. Verbo: transitiMo:"
ÍE AKA-CO,por touca.
IE-AMBUK'-OK-A,pronominal: assoar-se. lE-AMO. Verbo: pronominal: banhar-se.
Te-aOb'-ok-a lE-AóB'-OK-A (C-i,"pronominal: despir-se. lE-APÃ-C-ABA. Substantivo: curva ou junta dos membros, ar- ticulacao do joelho.-j- dobradica, gonzo."
Ie-APA-KATU,pronominal: encurvar-se.
ÍE-APA-p 0AR-A,"pronominal: dobrar-se todo, encolher- se, encurvar-se, enrolar-se todo."
ÍE-APAR-A,nronominal: encurvar-se. encolher-se.
ÍE-APUA-PYK-A,pronominal: encolher-se.
ÍE-APY-CA-KA-ECE,"transitivo: abrir o ouvido, dar a- tencao a, dar ouvido a, estar atento."
ÍE-APY-KÃ,"intransitivo: criar, reproduzir, procriar, multiplicar-se."
ÍE-ATÃ-PY,intransitivo: aticar o próprio fogo.
ÍE-ATY-KÃ,"intransitivo: fazer finca-pç, não ceder. - Í'aty-kS."
ÍE-ATY-KOK-A,pronominal: deitar-se sobre o braco.
ÍE-ATY-PEÃ,"intransitivo: tirar o cabelo do rosto, partir os cabelos ao meio."
ÍE-ATY-RUNG-A,pronominai: deitar-se sobre o bra
ÍE-ATY-RUNG-A,o.
ÍE-AY-BYK-A,"intransitivo: curvar-se. inclinar-se, baixar ou curvar a cabeça."
ÍE-AYTY-MO-NHANG-A,transitivo: fazer o próprio ninho.
ÍE-BYKÃ,intransitivo: respigar.
ÍE-BYR-A-,"intransitivo: voltar, tornar de novo."
ÍE-BYR-I-BE,"juntamente. lE--{j-APYÃ. Verbo: pronominal: apresscir-se demais, alvorocar- se."
ÍE-GEAR-A,"pronominal: unir-se, juntar-se, misturar- se."
ÍE-CUB-A-SUPÉ,transitivo: indireto: deparar-se a. lE-CUl. Preposi
ÍE-CUB-A-SUPÉ,ao que rege pronomes reflexivos e recipro- cos: pelo próprio. Ex.: xe ie-
ÍE-CUB-A-SUPÉ,ui: em mim mesmo.
ÍECYBA-CAB-A,"intransitivo:+ben2er-se, persignar- se."
Ie-QyIa,"dormente, insensi - vel (parte do corpo)."
IE-'K—A,intransitivo: abrir-se: le-ok-a.
IE-'KAN-DABA,reflexivo: arrebitar-se.
ÍEKEÃ,"covo, redil para pesca.= iekei. lEKEl. Substantivo: covo, redil para pesca.= lekeã."
ÍE-EKO-gUE—7i-EgÉ,"transitivo: obter, alcanqar, gozar."
ÍE-EKYl-A,"intransitivo: 1 a‘crancar-se, arrastar-se. a Ex- pirar, morrer. lE-EPYl-Ã. Verbo: transitivo: aspergir, borrifar.=i-ypyi-a. lE-E-R-O-BYK-A. Verbo: pronominal: de reciprocidade: junta- rem-se pelas pontas. lE-E-R-OK-A-Egfi. Verbo: transitivo: tomar novo norne em. 1 Batizar-se. =- i'e-r-ok-a-ege. lE-GOAK-A. Verbo: intransitivo-reflexivo: ataviar-se, en- feitar-se. adornar-se, pintar-se. lE-GUAK'-ABA. Substantivo: atavio, enfeite, adorno."
Ie-GOar' -U,"asco, nojo."
Ie-gOaR‘ -U-guI,transitivo: ter nojo ou asco de.
IEI,hoje ’.
IEI - BE,"hoje cedo, hoje de madrugada, hoje mesmo."
ÍEI-É,"hoje mesmo, hoje é que."
IE-I-OKA,solugo.
ÍE-l-OK-A,intransitivo: solugar.
IE-IUKÃ,intransitivo-reflexivo: matar-se. lE-lUKA-AlBA-EgÉ. Verbo: reflexivo:
IE-IUKÃ,enforcar-se. 2 ApreS sar-se demais por.
ÍE-ÍURU-MENG-A-gUPÉ,intransitivo: dar motivo de falar a. lE-IURU-PEKA Verbo: intransifcivo: abrir a boca. lE-IURU-PIRAR-A. Verbo: intransitivo: bocejar.
I^-EKó-AB-A-guPÉ,transitivo: dar ocasiao de seu próprio dano.
I'-EKó-AB-OK-A,pronominal: 1 tornar ou ficar diferen te ou mudado; alterar-se. Mudar-se t de aldeia ou de casa.
I'-EKó-gUB-A-EgÉ,"transitivo: alcangar, gozar, obter."
I'-EK'-OK-A-EgÉ,"pronominal: encostar-se em, apoi- ar-se."
I'-EKó-KABA,"encosto, apoio, arrimo. lE-KOTY-AQABA. Substantivo: amigo, camarada, hospede com regalia menor do que a do ""atu-agaba”, que ti- nha até direito sobre a filha da casa."
ÍE-KOTY-ARA,"familiaridade, intimidade."
"ÍE-KOTY-ARA-EgE,","transitivo: ter amizade a, ser aliado ãe r ter familiaridade ou intimidade com,"
Ie-KOTY-AR 7 -I-XÚERA,sociãvel.
ÍE-KOTY-AR'-I-xOeRA-EYMA,"solitãrio.=ole-pebe,"
ÍE-KOTY-AgABA,"amigo, camarada."
ÍE-KOTY-MAN-A,intransitivo: retorc
