tupi,portugues
QUNUNG-A.,"som, barulho, zunido. Adjetivo: so - nante, sonoro, barulhento. Verbo: intransitivo: so ar, zunir. Em guarani e qumi."
QUNUNG-A.,"UP-ARA. Substantivo: transitivo: visitador. dativa - nesta qua- lidade prefixa muito o participio ""quara"", em sua forma nasalada ""nduara"": o que e para, o que se destina a, util para; b) perquiritiva: a procura de, em busca de; c) opositiva: contra; d) refiexi- vaj proprio, mesmo (eu, tu, etc.). Depois de ""i"" toma a forma ""xupe"" e, depois de consoante pode to mar a de ""ixupe"". S prepositiva e, nos verbos cau- sativos, a pessoa a quem se manda e por ela regida."
Q-UPI-KATU.,"certeza, verdade. Adverbio: com ra zao, na verdade."
QURA.,altibaixos
QURUBI.,"surubim, peixe da familia dos pimelodl- deos, genero Platystomatichthys."
QURUKUKU.,"variedade de cobra, da familia das cro- talldeas, genero Laechis."
QU-0,"transitivo:. raorder, abocan’nar. Na formacao do gerundio perde “u"" e adiciona a ""guabo"". Ex: cu-u= morder. Qu-guabo: mordendo."
CU-O-QU-O.,transitivo: irregular: mastigar. A duplica- qao e iterativa.
CU-O-KURI.,serpente aquatica do genero Eunectes.
"Tem o significado de morde rapido, quando atira o bote. SY.","mae. 0 ”c"" e tematico. Em contato com ""i"" muda-se em ""xy"", na 3a. pessoa. Ex: i-xy: a mae de ie."
"QY-PY-A-BAE. Substantivo; mae do que e Indio, SYBA.","testa. 0 ""c"" e tematico. Em contato com ""i"", muda-se em xyba."
QYB-A.,"transitivo: limpar. 0 ""c"" e tematico, ero contato com ""i"", muda-se em xyb-a."
QY-^Y-IA.,"intransitivo: crispar, tremer, estremecer."
CY-EYMA.,orfa(s) de mae.
CYMA g-YG-E-OKA.,canoa pequenina.
Q-YG-UAQU.,"veado, animal da familia dos cervldeos"
CY-YG-UACU-APARA.,"veado-galheiro, da familia dos cervideos."
C-YG-UAQU-ETE.,"veado-campeiro, da familia dos cer videos."
Q-YG-UACU-MS.,"t cabrito, cabra."
C-YG-UAQU-MIMBABA.,"t cabrito, cabra."
C-YG-UAQU-A-RANA.,"variedade de onca, da familia dos felldeos."
C-YG-O-ARA-I-Y.,'t-meretri
C-YG-O-ARA-I-Y.,.
CYK.,"indefinido: todos auantos, cada qual, cada um."
QYK-A.,chegada.
CYK-ABA.,"chegada, conclusao, fim, lugar da che gada."
QYK-A-EQE.,transitivo-relativo: tocar em.
CY-A-gOama,"fim, futuro."
QY-KY-CY-IEBA.,: medo T receio.
CY-KY-IEBA.,": medo, receio."
QY-KY-IE-BORA.,"medroso, receioso."
QY-KY-lE-QUI.,"transitivo: temer, ter medo, recear. e metatese de ky-gy-ie. Como Verbo: relativo pede pre posigao e, no caso, gui. Ex.: gy-ky-ie ta-I-agu ia guara-gul: o porco tem medo da onca. Como Verbo: de Pronome: agente, na forma afirmativa, exige Sufixo: para o gerundio. Ex: cy-ky-i-a-bo: temendo."
QYMA.,"qualificativo: escorregadio, liso. Prefixado por ""a"", com o sentido de grao, semente, fruto, ca bega, o ""a"" perde sua primitiva natureza tornando-se Prefixo: classificatorio. Ex: a-gyma: coisa lisa e arredondada. gy-MENA gy-YRA"
QY-MENA.,; t padrasto
Q?-NI-BU,"; camaleao, lagarto do genero Iguana,"
CYP-ARA.,"limpador, o que limpa,"
QYRA.,"enxada. 0 11 g"" e tematico."
QYRY.,"siri, crustaceo da familia dos por- tunideos."
QYHY-QYRYK-A.,"intransitivo; recuar. gYRYK-A. Verbo: intransitivo-neutro: afastar, arrastar-se, baixar (a mare), correr, deslisar, escorregar, des lisar, recuar. - Em composipao pode sofrer o meta- plasmo nasalado de ""ndyryk-a 11, em ve"
QYHY-QYRYK-A.,"de ""gyryk-a'"
CY-YRA,"tia, irma da mae, prima do pai t madrasta, O ""c"" e tematico e, em contato, com ""i"", da 3a. pessoa, muda-se em xy-yra. f"
DAB-A.,""""
DAB-A.,"a'ba"" que indica lugar, tempo, ocasi- ao, modo, meio, instrumento, companneiro, cau sa, motivo, fim, efeito ou a propria aqao. O s ig nificado e dado pelo verbo, pelo substan- tivo, pelo adjetivo, pelo Pronome: ou ate pelo proprio adverbio a que sufixa, se a palavra for nasal. Ex.: Poban-daba: fiaçao, em ve"
DAB-A.,de poban-caba.
DAR-A.,"""qara”. E Sufixo: dos verbos intransi- tivos, mas raras vezes se encontra com ou - tros verbos. E particlpio ativo. Com verbos nao transitivos, nao le- va Pronome: algum. Se a palavra a que sufixa e terminada em ""n"" ou ditongo nasal, ""qara"" muda para ""dara"". Ex.: poban-dara: fiador, o que fia (tecelagem)."
DER-A.,"M puera"". Quando sufixa paiavras que termi na em ""n"", muda-se para dera"". As vezes e usaao ""duera’. Ex.: men-dera"
E,"da 2a. pessoa do singular: tu. Funciona como subjetivo do imperativo e do gerundio, ou como prefi- xo pessoal do gerundio dos verbos intransitivados,. _ re lativos e intransitivos."
E.,"que funciona: a) como conjunqao: se; b) como adverbio: quando, como, porque,"
E,"pedido pelos verbos r-ekO e no-qema, pe o objeto deles esta depois do Pronome: ou se levam obje- to incorporado. 0 ""e"" entao e introduzido entre os ter mos. Ex: a-uub-e-r'eko: eu tenho frechas. Os verbos co mecados pelos prefixos ""ro-"" ou ""no- interpoem gue- e muitas vezes somente -e-."
E-,"transitivo: irregular: dizer. Nao leva, entretanto, Pronome: objetivo: quando ha Prefixo: agente, Por vezes pode significar: decidir, deliberar, resolver e ate res ponder. Neste caso o gerundio nega-se com ""nda"" ou rua e nao com ""eyma"". Pode indicar a intencao ou o motivo, sobretudo no gerundio. Usa-se-o tambem no permissivo."
"Ccan adverbios dubitativos traduz-se por: julgar que, pensar. No sentido impessoal, pode significar: haver fazer. Como","expletivo pode siqnificar: auxiliar, concordar. Seguido de M auba"" ou ""anga"" tradu"
"Ccan adverbios dubitativos traduz-se por: julgar que, pensar. No sentido impessoal, pode significar: haver fazer. Como","-se por pesar erradamente. Pode ainda juntar-se a outro Verbo: no gerundio, como auxiliar. Embora se conjugue como in transitivo, exige sempre antes do sujeito o objeto direto ou, pelo menos, o Demonstrativo: ""aipo”: isso, aquilo."
"E -. Particula de realce, com funqao prefixial. Posposta a qualquer palavra, realca-lhe o sentido. Corresponde a ""e que"", ""so que"", ""mesmo"". Junta a","assu- me a forma ""ae”. Particula temporal: tempo vira em que."
E.,"gosto, sabor. Adjetivo: gostoso, sabo- roso. Verbo: factivo: ter sabor."
E.,"transitivo: entornar, manar, vasar, verter."
EA!,ui! Upa! Veja so!
EAM!,: nao!
EAM-A!,: nao!
EAM-A-fil Vocatlvo: nao! fi ANGA,intransitivo: pensar erradamente.= e auba_
E aOba,"intransitivo: pensar erradamente= e anga. fi-BAE. Substantivo: 1 condimentOi legume, 2 Conduto-"
EB-ANOl-A,"de evidencia de coisas que estao pro- ximas; esta banda onde esta, esta banda dai"
EBI-BOK-A,"transitivo: dirigir embarcaqao,"
EBI-BOK'-ABA-,leme
EBI-PETEK-A,"transitivo: bater na nadega, dar palmada."
EBIRA-,"'anca, assento, fundo, nadegas, parte posterior {do corpo), trazeiro- Popa,"
EBIR-A (XE),intransitivo: moscar. - ebir-I>
EBIR-I-(XE)-,intransitivo: moscar
EBI-T—AP? 1a,toldo de barco-
EBI-XAMA,"escota (cabo de vela de bar co). Xama e gama (corda) que mudou o, r g"" em ""x"", pelo contato corn, r i""."
EBO,"do que esta proximo do in terlocutor, Ex: ebo-kue: que se esta vendo- Per de o m o"" se a palavra seguinte e vogal ou come- ga por vogal."
EBO-BO #,"borborinho. Adjetivo: tininte, vibrante."
EBO-BO(XE)-,"intransitivo: reboar, retumbar, tinir, vibrar-"
EBO-KQe,"de aproximaçao, de coisa que se esta vendo: esse (s), aquele(a) (s), eis ai, eis la-"
EBO-k0eI,"de aproximaçao, de coisa que se esta vendo ou nao: esse{s), o(a)(s), aquele (a)(s), eis al, eis la-"
EBO-kOeI-A.,"de aproximaçao, de coisa que se esta vendo ou nao: esse(s), o(a)(s), aquele (a)(s), eis al, eis le."
EBO-K0e-TEI. Adverbio,"de proximidade, de coisa que se esta vendo: eis al pertinho-"
EBO-Ul,"de proximidade, de coisa que se esta vendo: aquele. Pode ser usado, sem o,( o M de"
EBO-Ul-A,"de proximidade, de coisa que se esta vendo: aquelec Pode ser usado, sem o ""o, r de ebo"
EBO-Ul-ME.,"de proximidade, de coisa que se esta vendo: ai, la. - e-ui-me."
EB-URUCU,"Coisa grossa e roliga. Adje tivo: grosso e roligo. Grau de Substantivo: co- mum da 3a. pessoa. Ex: g-eb-urugu: e grande, sao grandes."
E-BYK-A.,saboroso.
E-BYK-A,predicativo: ser cada ve
E-BYK-A,mais gos - toso.
E-BYKA-gy,"diarreia, dor de barriga."
E-BYK'-ATS,empanturrado.
EgA.,"(irregular); olho(s), a que segue ""ete"", mas existe para ambas as classes (supe - rior e inferior). Com a forma ""'ga"" (invaria - vel) aparece em compostos, para significar feno menos psiquicos, estados dalma, qualidade, hab¿ tos ou costumes, expressos pelo sentido de seus orgaos: olhos, ouvidos, boca (lingua), coraçao."
EgA-A-GUAA,(olhos cheios ou bojudos): t oculos.— ega-'guaa.
Eg'-ABA,"cego, olho(s) vazados(s) ou torto(s). Adjetivo: cego."
EgA-ARUA-AIBA.,olhar maldoso ou obsceno.
EgA-ARU-GUA.,(olhos saltados):
EgA-ARU-GUA.,ocu- los.
EgA-BANGA.,"(olhos tortos): odioso, torvo."
EgA-BIK-A(XE),"transitivo: pestanejar, piscar."
EgA-EKO—AB'-OK-A.,intransitivo: ficar diferen te.
EgA-ETA,"(olhos muitos); cuidado, preo- cupacao. Adjetivo: atento, euidadoso, solicito."
EgA-ETE,"(olhos de verdade): arisco, esper to, leviano (no olhar), espantadigo, dissoluto no modo de olhar."
EgA-GUAA.,"(olhos saltados ou salientes): literalmente, olhos cheios ou bojudos:"
EgA-GUAA.,oculos.
EgA-GU-ARU—GUA.,(olhos
EgA-GU-ARU—GUA.,saltados):
EgA-GU-ARU—GUA.,oculos. - ega-guaa.
EgA-GUYR-UMBYKA,olheira(s).
EgA-GUYRYBA (T-J.,"enjoo, tonteira, vertigem."
EgA-GUYRYBA(XE),transitivo: ficar tonto.
EQAI-A.,alegria. Adjetivo: alegre.
EQAI-A(XE),"intransitivo: alegrar-se, sorrir."
EQA-I-AB-A(XE),transitivo: abrir os olhos.
EQA-I-NA-MBORA ',"enfeitado, garrido, vai- doso."
EQA-INAN-A.,"1 ocupaçao, preocupaçao. 2 Vaidade. 3 Garridice. Adjetivo: dessassoegado, dissoluto (no raodo de olhar), inquieto, leviano, preocupado."
EQA-INAN-A(XE) ECe,factivo: estar preocupa- do com.
EQA-I-NGATU,alegre.
EQA-IuBA.,olhos gargos.
EQA-I-YRA.,"menina dos olhos, pupila."
EQA-KANEO.,(olhos cansados): preocupado.
EQA-KANGA.,"olhos claros, olhos trans- parentes. Adjetivo: claro, ralo, reluzente, Ex: y ega-kanga: rio claro."
EQA-KAMG-A(XE),intransitivo: reluzir.
EQA-KOI.,"acautelado, preparado."
EQA-KOROlA,"carogo (de sal, farinha, pimenta), grao."
EQA-KOROl-A,"factivo: ser grosso, ter carogo (ou grao). - ega-kurub-a."
EQA-kOA-qO.,"olhos encovados, olhos fundos."
EQA-KUA-QO-PUKU.,"olhos encovados, olhos fundos."
EQA-KUARA,"olhos, orbita ocular."
EQA-KUARA-CY,"encarado, carrancudo, mau."
EQA-KUA-ROrE.,"olhos encovados, olhos fundos,"
EQA-KOA-RCERA.,olhos encova
EQA-KOA-RCERA.,"dos, olhos fundos."
EQA-KUAR'-UMBYKA.,equimose dos olhos.
EQA-KUA ' -TINGA.,: catarata (dos olhos).
EQA-KUE-KUE.,"olhos inquietos, dissoluto no modo de olhar. A duplicaçao e de realce."
EQA-KUl. Substantivo; olhos buligosos,"apercebido, preocupado, preparado, prevenido."
EQA-KURUBA,"carogo de sal, de farinha, etc,, grao."
EgA-KURUB-A(XE),"predicativo: ser grosso, ser encaroijado. ’"
E<JA-KYTA.,"carogo, grao, n"
E<JA-NGA.,chorao.
EQA-OBY,"1 olhos azuis ou verdes. ¿ Be- lida, catarata, nevoa da vista."
EQA-PE-,transitivo: iluminar.
EgA-A-PITANGA.,"olhos vermelhos, olhos _ rasos dagua."
ECA-PITANGA,olhos vermelhos.
E^A-PITA-PITANGA(XE),transitivo| ter os olhos rasos de lagrimas. A duplicaçao e de real ce.
EgA-PUKU,"(olhos compridos, olhando in- finito, em abstraçao): cuidadoso, preocupado."
EQA-PYA. Substantivo^: presteza,presto.
E^A-PYA,"transitivo: apanhar de surpresa, apa nhar de repente."
EgA-PY'-QO.,"vista aguda, vista boa."
EQA-PY'-go,"predicativo, na forma negativa: estar ou ser cego."
EgA-PY-gO-EYMA.,cegueira.
EgA-PY-KANGA.,ribanceira.
EgA-PY-PIRAR-A.,transitivo: abrir os olhos de.
EgA-PY -T-UMBYKA.,"desmaio, tontice, vertigem."
EgA-RAlA.,esguecimento. Adjetivo: esquecido.
EgA-RAl-A (XE) { gul },transitivo: esquecer (alguina coisa passada).
EgA-RAI-A (XE) { EgE },transitivo: esquecer (de trazer algum objeto).
EgA-RAI'-POTARA,esquecedigo.
EgA-RAI-POTAR'-I-IA.,esqueciraento.
EgA-RORE,"olhos encovados, fundos."
EgA-TINGA.,"belida, catarata (dos o -"
"Ihos), nevoa da vista. = ega-oby",":! esclerotica. 2 Desfalecido, desmaiado. Fx. xe i-eca-ting' ambyacy gui: estou d 3 Sfa]ecido de fcne."
EgA-TYB-A.,transiivo: atirar terra nos olhos de. eqS-tyka
EQA-TYKA,"transitivo: encorpar, fechar (tecido, pano, etc.)."
EQA-UNA',(olhos negros): reanimado. Ex. a nhe-mbo-ega-un' nde r-epiak-a: voltei a miffi guando te vi.
EQA-Y,(agua nos olhos): lagrimas.
EQA-Y(XE),"intransitivo: chorar, lacrimejar."
EQA-'YNH-UQU.,(olhos esbugalhados): apavo- rado.
EQA-YRA,"menina dos olhos, pupila."
EQA-Y-TYK'-YR-A(XE),transitivo: correr lagri- mas em
"EQE. Particula de subordinada causal: para, por, por causa de. Segue a palavra a que re- ge (muitos verbos e adjetivos). Na 3a. pessoa do","reflexivo: e irregular, e o indice de classe e ""moro-"" e nao ""t-"". Na classe in- ferior e sempre o ""g-"".. Rege o participio ""gaba"", raas nao a rigor. Aparece sob forma reflexiva tambem: xe lo-egi: em mim mesirio."
EQS,"prefixa muito ""guara"" em sua forma nasa lada ""nduara"", aparecendo inclusive na compo sigao ""ege-induara"": o que e referente a, per tencente a, tocante a, o que e de."
EQE-M5,"transitivo: abastecer, sobejar, sobrar. 0 sujeito e coisa e o objeto direto pessoa."
E Q-EPIAK-A.,"transitivo: ve-lo. Tem ""e"", como Verbo: auxiliar no permjjssivo."
EQYR-A,transitivo: assar (na brasa).
E E.,: tempo vira que.
EE,"transitivo: impelir, limar ralar. Verbo: acabado em mais de uma vogal oral que nao forma ditongo pode’ fazer o gerundio de ou- trp m©do, mas ""ee"" so admite ”-bo"". Ex: ee: impelir; ee-bo: impelindo. eE. Particula (preponderante do uso pelas mulheres): sim."
Efi-BYK-iA.,salobro.
E EK0-POTAR-A.,transitivo (irregular): querer fazer.
E-GOI.,"de proximidade: este(s), isto, eis aqni, eis que ja, eis ai, eis que isso."
E-GOY-r,"'cio, sensaçao carnal. 2 Ciume."
EI-A IO-,transitivo: lavar.
EI-A.,"transitivo: ""erar-a"". Forma do gerundio: deixan do. fi-l-A-BO. Verbo: transitivo: e"
ElAR-A,"transitivo: deixar,"
E-IE. Adverbio: ainda,transitivo: continuar. Pede gerundio.
E-IKE,entrada.
E-IKE-ARA,hospede.
E-IK'-UA' KYTA.,hemorroidas.= ei-kuara- guy (t-).
E-IK'-OARA,"anus, nadegas, podice."
E-IK'-OAR'-AlBA-,"corrupgao (doenga), maculo, verificado no trafego de escravos novos e caracterizado por diarreia, cora rela- xamento do esfincter anal."
E-IK'-OAR'-A-Tl,hemorroidas.= e-ik' uar'-u-guy (t-).
E -IK'-Oar'-u-GOY.,"desinteria, hemorroi das."
E -IK'-Oar'-u-GOY.,Camara de sangue.
E-I-NDE-BE.,"transitivo: dizer.. Quem transmite um recado, em tupi, repete-o tal corao o ouviu"", juntando apenas ""e-i-nde-be"""
E-I-NDE-BE.,"-te, di"
E-I-NDE-BE.,-lhe. Isto constitui um dos idi otismos da Ilngua.
E-lOR-1,"intransitivo: ""xur"""
ElRA,mel (de abelha).
EIR'-APUA.,"variedade de abelha: arapua ou irapua, inseto da familia dos meliponideos, ge nero Trigona."
EIR-ARA.,"papa-inel ou irara, carnlvoro da fa- milia dos mustelldeos, genero Tayra."
EIR'-ETAMA.,"colmaeia, enxame de abelhas."
EIR'-UBA.,": abelha da familia dos meliponideos, superfamilia apoldea, gene- ro Apis."
EIR'-UBA.,: enxame.
E-I-TYK-A,transitivo: (irregular): vencer.
E-IU.,"intransitivo:: singular de ""lur"""
EIR'-UCU.,"urugu, variedade abelha, da faitu lia dos meliponideos, genero Melipona."
E-IUP-A.,predicativo: iub
EIXU.,variedade de vespa.
EIYI-A,"transitivo: afastar, desviar, mudar de lugar."
EKAR-A,"transitivo: buscar, procurar. Na pro- nuncia comum dos tamoios, entre as outras tri_ bus raras, a permuta do ""r"" final por ""t"" era notada. Ex.: a-g-ekar"
EKAT-A.,"transitivo: buscar, procurar. 0 M t-"" e mudanga do ""r"" de ekar-a, na pronuncia usual dos tamoios, mas conhecida do tupi."
EK-AT'-EYMA.,avarento.
E KATU,"gosto, sabor. Adjetivo: gosto- so, saboroso."
E katu(XE),"transitivo: 1 ter sabor. 2 Poder, saber. Verbo: predicativo: ser bom para."
E KATU-ABA.,mao direita. Adjetivo: direita.
E KATU... R-ECE.,"transitivo: saber fazer. Ex,: a-e katu eboninga r-ece: sei fazer isso."
EKE-YRA,"filho do irmao, ou primo do homem (mais velho que este)."
EKO{ECE},"transitivo: (irregular); icuidar de, negociar, ter que ver com, tratar de. Ofender, ter relagoes sexuais com. Na forma negatlva, po de ser: desacostumar, desistir."
EKO-ABA,"(lugar de estar): condicao, cos tume, habito, lugar, profissao, modo, regra, vi- da."
EKO-ABA,Oficio.
EKO-ABA(XE),"predicativo: ser costume, ser na tural, ser o de sempre.= eko-aba e."
EKO-ABA-E(XE),"predicativo: ser costume, ser natural, ser o de sempre."
EKO-ABA-NHE (XE),"predicativo: ser costume, ser natural, ser o de semDre."
EKO-AB'-OK-A.,"transitivo: 1 alterar, alterar pa- lavras alheias, tirar o modo de ser ou de estar. 7 Despejar."
EKO-AIBA,intransitivo: (irregular): viver mal.
EKO-ANGA-I-PABA,pecado. Verbo: intran- sitivo (irregular):
EKO-ANGA-I-PABA,pecar.
EKO-ANGA-I-PAB'-YPY,pecado original.
EKo-APEPU,"(irregular): duvidoso, leviano."
EKO-ARA.,"habitante, morador, residente."
EKO-AT'-EYMA,avarento.
EKO-AT'-EYM'-EYMA_,"generoso, liberai. A dupiicaçao e de realce, negando mas qualidades."
EKO-A0B-A.,"predicativo: (irregular): estar de ma vontade, fingir ser, fingir estar, fingir fazer."
EKO-AUIE,pronto.
EKO-BAE,"useiro, vezeiro."
EKO-BE.,"vida. Adjetivo: vivo. Verbo: intransitivo: (irregular): existir, morar, vi- ver. Verbo: factivo: estar vivo."
EKO-BE-lfi-BYR-A.,"intransitivo: (irregular): ressurgir, reviver."
EKO-BE KATU,"saude. Adjetivo: sadio, sao. "
EKo-BlAR-A.,"retribuicao, troco."
EKO-BIAR-A.,substituto (de gente).
EKO-BIAR-A.,paga.
EKo-BlA'-RO,"transitivo: pagar em especie, per mutar, substituir, trocar."
EKO-QOERA,vida longa.
EKO-gUER-A (XE),"intransitivo: durar, durar rou_i to, perdurar, ter vida ionga. Na forma negativa: ter vida doentia, durar pouco, acabar (a gera - cao."
EKO-CUPE,transitivo: (irregular): servir.
EKO E.,"transitivo: (irregular, indicativo: iko e): diferir."
EKO-EQe KATU.,"transitivo: (irreguiar):‘bata- talhar, contender, estar de ponta com, perse- guir. 2 Entender. a Em relaçao ao macno: prati - car coito com."
EKO-ETe,"coragem, esforgo. Adjetivo: corajoso, esforcado. Verbo: intransitivo: (irre guiar, indicativo: iko-ete); esforcar-se. Ver bo predicativo: ser corajoso, ser valente."
EKO-ETE-EYMA,timide
EKO-ETE-EYMA,". Adjetivo: co- varde, moie, moleirao, tlmido."
EKO-EYMA,ausencia. Adjetivo: ausente.
EKO-GO-ABA,"conhecimento, entendimen to."
EKO-GO-ABA.,transitivo: conhecer.= ekO-ku-gu aba.
EKO- IRU-MO.,intransitivo: morar com.
EKO-KATU,"feiicidade, pa"
EKO-KATU,", sossego, vida boa, vida honesta, virtude."
EKO-KATU,"Graga (con ceito introduzido pelos catequistas, por sua semelhanca, embora vaga)."
EKO KU-ABA.,"conhecimento, entendimen to."
EKO KU-ABA.,A Sabedoria. Ex.: Tupa t-eko-kuab-a: a sabedoria de Deus.
EKO KU-GO-ABA.,"conhecimento, entendi- mento."
EKO KU-GO-ABA.,"intranativo: entenaer, senten ciar, julgar."
EKO-ilARA.,"intransitivo: (irregular): batalhar, fazer algo, trabalhar."
EKO-MARA{CUPE),transitivo: (irregular): ser- vir.
EKO-MARANA-RI,"transitivo: (irregular): fazer guerra, guerrear."
EKO-MBE-gOE.,"fleumatico, moleirao."
EKO-MEMUA,"desonestidaue, engano, in- justica, obscenidade. Adjetivo: desonesto, en- ganador, injusto, obsceno. Verbo: intransitivo: (irregular): fazer coisas obscenas ou que nao se deve fazer."
